1000 0.001357
2000 0.005251
3000 0.01124
4000 0.019661
5000 0.02998
6000 0.042998
7000 0.058953
8000 0.076815
9000 0.096895
10000 0.119793
11000 0.144541
12000 0.17271
13000 0.202436
14000 0.236044
15000 0.270131
16000 0.306869
17000 0.34699
18000 0.388851
19000 0.432623
20000 0.480294
